,Source,ID,Class,Text
413,lucene,414,1,View this message in context: http://www.nabble.com/Configuration-features%2C-Solr2-Spring---Solr1.x-future-tp19435196p19444338.html
414,lucene,415,2,XPathEntityProcessor: /feed/entry/link[@type='text/html']/@href
415,lucene,416,1,has to be 1.3 compatible. SOLR-469 is a good example where I had to
416,lucene,417,1,#NAME?
417,lucene,392,1,pof wrote:
418,lucene,419,1,Tricia Williams reported problems with Cyrillic charsets when trying to search using the admin applicatio
419,lucene,420,2,[ https://issues.apache.org/jira/browse/SOLR-634?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]
420,lucene,421,2,--------------------
421,lucene,422,2,.mortbay.jetty.webapp.WebAppContext.startContext(WebAppContext.java:
422,lucene,397,2,Key: SOLR-14
423,lucene,424,1,* The table
424,lucene,425,1,My facet test looks as follows:
425,lucene,426,2,!True
426,lucene,410,2,Issue Type: Improvement
427,lucene,428,1,Change code to:
428,lucene,429,1,and
429,lucene,430,2,at junit.framework.TestSuite.run(TestSuite.java:203)
430,lucene,431,2,judge.validateData(qq
431,lucene,432,2,[ https://issues.apache.org/jira/browse/SOLR-1355?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]
432,lucene,433,1,2) Integer fields should never be empty
433,lucene,434,1,"yes, sir!"
434,lucene,435,1,Actually the main problem is that what's
435,lucene,436,1,This is ready to be committed now.
436,lucene,437,1,The comparison in the class ClobTransforme
437,lucene,438,2,if (result != null && result.trim().length() > 0) {
438,lucene,439,2,Index: RichDocumentRequestHandler.java
439,lucene,440,2,<int name=\true\>1</int>
440,lucene,441,1,Bob Asks his question (see previous example)
441,lucene,442,2,</lst>
442,lucene,443,2,+  }
443,lucene,444,1,Patch with the changes.
444,lucene,445,2,[junit] 2008-09-04 08:14:59.756::INFO:  Shutdown hook complete
445,lucene,446,2,http://localhost:8983/solr/update/delete?q=foo:1234   (or /update?delete=foo:1234)
446,lucene,447,1,This leads to a problem stopping the web container (e.g. Tomcat).
447,lucene,448,1,Just so I'm sure i'm understanding you:  You're saying that any java code
448,lucene,418,2,INFO: adding requestHandler:
449,lucene,450,2,*search?q=foo+bar*
450,lucene,423,2,Key: SOLR-383
451,lucene,427,1,Ryan McKinley commented on SOLR-139:
452,lucene,451,2,Project: Solr
453,lucene,454,2,A [junit] Running org.apache.solr.schema.NotRequiredUniqueKeyTest
454,lucene,455,1,can't load custom signature class from solr.home/li
455,lucene,456,2,throw new RuntimeException( \Unknown core: \+coreName );
456,lucene,457,1,: have been because the unit test don't operate through a regular HTTP
457,lucene,458,1,If you think it was sent incorrectly contact one of the administrators:
458,lucene,459,1,Legacy Numeric Field types need to be more consistent in their input/output error checking & documentation
459,lucene,460,2,function print()
460,lucene,461,1,of thing
461,lucene,462,2,existing.setField(name
462,lucene,463,1,1-Dec
463,lucene,464,1,Filters should return something that implements an interface
464,lucene,465,1,On your comment about searcherNumDocs() and
465,lucene,466,2,[ https://issues.apache.org/jira/browse/SOLR-1691?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12795732#action_12795732 ]
466,lucene,467,1,data will be populated to the parameter set:
467,lucene,468,1,When I do a normal search
468,lucene,469,1,Something that takes as long as generating top terms should also be
469,lucene,470,1,Since the dataImporter is protected by a thread-lock - there is no thred-safe guarantee for the implementations of the full-import close hook.
470,lucene,471,2,+++ contrib/dataimporthandler/src/main/java/org/apache/solr/handler/dataimport/JdbcDataSource.java	(working copy)
471,lucene,452,2,+ JETTY-305 delayed connection destroy
472,lucene,473,1,3. Manhattan (Vector)
473,lucene,453,1,<noble.paul@gmail.com> wrote:
474,lucene,475,2,: - <!> [[Solr1.4]]>>
475,lucene,476,1,field
476,lucene,477,2,*conectTimeout*: 30000ms
477,lucene,474,1,Noble Paul updated SOLR-1126:
478,lucene,479,2,return n - (y & 1);
479,lucene,480,1,First crack at this.  You'll need to download http://people.apache.org/~gsingers/extraction-libs.tar as it is too big to fit in JIRA.
480,lucene,481,2,</copy>
481,lucene,482,2,: +
482,lucene,483,1,was (Author: billnbell):
483,lucene,484,2,[ https://issues.apache.org/jira/browse/SOLR-1589?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12781273#action_12781273 ]
484,lucene,478,1,Reporter: Walter Underwood
485,lucene,486,2,SolrServer server;
486,lucene,487,1,This exception occurs if I have a field in a document with a null value.
487,lucene,488,2,[ https://issues.apache.org/jira/browse/SOLR-734?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12626540
488,lucene,489,2,: + === PlainTextEntityProcessor ===
489,lucene,490,2,writeTag(EXTERN_STRING
490,lucene,491,2,/bin/rm -rf ${data_dir}/index && \\
491,lucene,492,2,: -  needRaw=true;
492,lucene,493,1,I'm not sure the best way to get the ExtractingRequestHandler into the classpath here.
493,lucene,494,1,It also builds the \hidden\ list as the inverse of the \gettable\ list.
494,lucene,495,1,code like this...
495,lucene,496,1,Just for the record
496,lucene,497,1,was rewritten during that update.  I have included the information on
497,lucene,498,1,: layer?
498,lucene,499,2,DocumentBuilder builder = DocumentBuilderFactory.newInstance
499,lucene,500,1,An XML commit only request handler
500,lucene,501,1,On some TimeZones (such as EDT currently
501,lucene,502,2,* MultiCoreParams == CoreAdminParams
502,lucene,503,2,org.apache.lucene.index.IndexReader.open(IndexReader.java:148) at
503,lucene,504,1,standards replace the existing bloated low level config cod
504,lucene,505,1,On the flip side of my experience is Hadoop.  Y! has assigned a number
505,lucene,506,1,pass the tests
506,lucene,507,2,DistribFieldFacet dff = (DistribFieldFacet)fi.facets.get(key);
507,lucene,485,2,*	*swap*: swaps 2 aliases
508,lucene,509,2,at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:675)
509,lucene,510,2,<!--Master config-->
510,lucene,511,2,Query main = query;
511,lucene,512,2,StandardServer.java:710) at org.apache.catalina.startup.Catalina.start(
512,lucene,513,2,<field column=\datasource\ template=\board\/>
513,lucene,514,1,Or
514,lucene,515,2,----------------------------------
515,lucene,508,1,On 22. jan. 201
516,lucene,516,2,Key: SOLR-264
517,lucene,517,1,Fergus McMenemie commented on SOLR-1060:
518,lucene,519,1,I have attached the revised patch for the same in the jira - SOLR-1106 .
519,lucene,520,2,[ https://issues.apache.org/jira/browse/SOLR-725?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12625809#action_12625809 ]
520,lucene,521,2,http://wiki.apache.org/lucene-java/LuceneFAQ
521,lucene,522,1,3. updated the README in the example solr home so that the note about ./lib also mentions the <lib> config option
522,lucene,523,1,I haven't yet been able to figure out exactly which reference holds the null or wh
523,lucene,524,1,At this point
524,lucene,525,1,indexes to new Solr servers.
525,lucene,526,2,[junit] Running org.apache.solr.handler.dataimport.TestXPathRecordReader
526,lucene,527,2,: + > A Assert.assertEquals( item.i
527,lucene,528,2,[javac] Compiling 226 source files to http://lucene.zones.apache.org:8080/hudson/job/Solr-Nightly/ws/trunk/build/core
528,lucene,529,1,will be much larger for CVS/SQL.
529,lucene,530,1,I was going to start on the auto-warming using IndexWriter's
530,lucene,531,1,(of you...)
531,lucene,532,1,rather than pulling it out of the request.  Any objections to that?
532,lucene,533,2,<field name=\home\ type=\LatLonFT\/>
533,lucene,534,2,[javac] Compiling 375 source files to /tmp/apache-solr-nightly/build/solr
534,lucene,535,2,private final Map<Class
535,lucene,518,2,: Log:
536,lucene,536,1,On 2/18/09
537,lucene,538,1,This request handler only permits <commit/> messages.  It is provided as one way to prevent adds and deletes on a Solr slave machine that could potentially be accessed by outside parties where a firewall or other access control is either not possible or not desired.
538,lucene,539,2,foursA=h; twos=l;
539,lucene,540,1,registered with a name that doesn't start with a slash
540,lucene,541,1,discussion.
541,lucene,542,1,Mar
542,lucene,543,2,at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:297)
543,lucene,544,1,Book1
544,lucene,537,2,Key: SOLR-1060
545,lucene,546,1,role it plays with Solr.  Is it a vendor-specific technology (from
546,lucene,547,2,java.io
547,lucene,548,1,Updating patch to handle faceting statistics.  (with tests)
548,lucene,549,1,Please refer to http://wiki.apache.org/solr/SolrReplication for details
549,lucene,550,2,from http://mail-archives.apache.org/mod_mbox/lucene-solr-user/200807.mbox/%3cC4AC838E.ADE7%25jonathan_lee@comcast.com%3e:
550,lucene,551,1,via shalin)
551,lucene,552,1,This datasource does not need any extra configuration. Make a normal POST request with the data as the body. The params remain same.
552,lucene,553,1,Source code for the SolrSharp project
553,lucene,554,1,pint uses a native int[] for the fieldcache entry and the comparator that implements sortMissingFirst asks for the StringIndex.
554,lucene,545,2,Key: SOLR-340
555,lucene,556,2,c:\\Users\\koji\\AppData\\Local\\Temp\\clover60096.tmp\\src60097.tmp\\org\\ap
556,lucene,557,1,intention to do the same to the to the Solr analyzers and filters? Is it
557,lucene,558,2,#action_12600590 ]
558,lucene,559,2,req.getContext().put( \path
559,lucene,555,1,Assignee: Yonik Seeley
560,lucene,561,1,Is not trivial to change that. I imaging that deep changes in Solr or Lucene would be needed to have an efficient collapsing.
561,lucene,562,1,: - This can be used like an URL!DataSource but used to fetch content from files on disk. The only difference from URL!DataSource
562,lucene,560,1,wrote:
563,lucene,564,2,[ https://issues.apache.org/jira/browse/SOLR-1396?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]
564,lucene,565,1,: keep in mind that when data a user could enter in an HTTP request is
565,lucene,566,2,IndexReaderWarmer
566,lucene,567,2,final int freq = (ir != null && field != null) ? ir.docFreq(new Term(field
567,lucene,568,1,it's responsible for publishing the maven artifacts out.
568,lucene,569,2,Affects Versions: 1.3
569,lucene,570,1,# If you would like to submit a bug report
570,lucene,571,1,to use a distributed solr architecture
571,lucene,572,2,<field name=\${ctlField}\   type=\text-${l10n}\   indexed=\true\  stored=\true\  multiValued=\true\ />
572,lucene,573,2,SOLR-1586-geohash.patch
573,lucene,574,1,I'm also going to include tools to visualize this stuff on a mac
574,lucene,575,1,Writing the xml may not be an option if I use DIH for indexing (there is no xml). And what if I use CSV. That means multiple storage formats. RDDBMS storage is a problem because of incompatibility of Lecene/RDBMS data structures. Creating a schema will be extremely hard because of dynamic fields
575,lucene,576,2,</responseHeader>
576,lucene,577,1,Shalin has pointed out that we are creating the regex Pattern without first resolving the variable. So we need to call VariableResolver.resolve on the 'regex' attribute's value before creating the Pattern object.
577,lucene,578,2,Components: spellchecker
578,lucene,579,1,Are there any objections to replacing BitSet with OpenBitSet in
579,lucene,580,1,such that no other fields need to be specified again?
580,lucene,581,1,-----Original Message-----
581,lucene,582,1,There appears to be confusion between the two here no matter what the
582,lucene,583,2,at org.apache.solr.core.SolrCore.execute(SolrCore.java:1299)
583,lucene,584,2,public void addedDocument() {
584,lucene,585,1,where it's at
585,lucene,586,1,[yonik] SOLR-747: update example solrconfig.xml
586,lucene,587,2,[junit] 2008-03-28 09:00:40.431::INFO:  Shutdown hook complete
587,lucene,588,1,would not call it easy at all. I took the test sources away completely (from
588,lucene,589,2,dataSource=\myfilereader\
589,lucene,590,1,I went down the road of doing the calculations in paralle
590,lucene,591,1,NamedList (org/apache/solr/common/util/NamedList ) currently has a heterogenous List (even numbered indices are String-s ) and the odd-numbered indices are the specific types.  As per benchmarks ( see SOLR-912 ) - the implementation could be improved in favor of a Map.Entry<String>
591,lucene,592,1,# Add command to reload dictionaries
592,lucene,593,1,I'm looking it over now.
593,lucene,594,1,permissions.  A modular approach to crawling file system
594,lucene,595,1,: When I perform a search from indexed items..
595,lucene,596,1,suggest an alternative approach?
596,lucene,597,2,}
597,lucene,598,1,patrick o'leary commented on SOLR-773:
598,lucene,599,2,https://svn.apache.org/repos/asf/lucene/dev/trunk/solr/src/java/org/apache/solr/analysis/LengthFilterFactory.java
599,lucene,600,2,org.apache.solr.update.DirectUpdateHandlerTest.testExpungeDeletes(DirectUpdateHandlerTest.java:303)
600,lucene,601,2,&lt;page top='211' bottom='322' right='833' left='944' word='bar' num='1'&gt;bar&lt;/page&gt;
601,lucene,602,1,Can we have anything better? I can't use 4-CPUs :(
602,lucene,603,1,Thanks in advance
603,lucene,604,1,existing users; 2) people are probably going to use one URL structure or
604,lucene,605,1,Ignore changes in the amount of white space.
605,lucene,606,1,*** the server reads the file stream
606,lucene,607,1,we modify those APIs to really take advantage of an Attributes-based API.
607,lucene,608,1,+ // Yet another variation: if docs.size() is small and termvectors
608,lucene,609,2,Cell: 1-434-466-1467
609,lucene,610,1,I came up with this patch because I have a rather elaborate tokenization scheme using ShingleMatrixFilter. The current solution of mine is to pass a base64 encoded serialized object as field value and use a custom Analyzer that assemble and tokenize the entity object passed down in the field value. However the tokenization is rather expensive (especially during initial bulk import of my zillions of documents)  so I'd rather do this on my clients as I've got plenty of those but only one Solr.
610,lucene,611,2,stats: 	lookups : 15966954582
611,lucene,612,2,: +   <td style=\margin-left: 1em;\>
612,lucene,613,1,solprovider edited comment on SOLR-84 at 10/7/08 10:21 PM:
613,lucene,614,1,reopening in most cases - hasn't seen any activit
614,lucene,615,2,\startOffset\:
615,lucene,616,1,score?  Can/should the current framework do that?
616,lucene,617,2,org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:845)
617,lucene,618,1,http://lucene.apache.org/solr/api/org/apache/solr/response/SolrQueryResponse.html#returnable_data says that a Map \containing any of the items in this list\ may be contained in a SolrQueryResponse and will be handled by QueryResponseWriters.
618,lucene,619,2,URL: https://issues.apache.org/jira/browse/SOLR-1252
619,lucene,620,1,- Delete obsolete topgit branches from 1.3
620,lucene,621,1,community@apache.org if people would like.
621,lucene,622,2,ugin.system.issuetabpanels:comment-tabpanel#action_12502885 ]
622,lucene,623,1,Reporter: Nicolas Dessaigne
623,lucene,624,2,[ https://issues.apache.org/jira/browse/SOLR-356?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]
624,lucene,625,2,asm-2.2.1.jar
625,lucene,626,1,highlighting
626,lucene,627,1,Is it somehow possible to grab that and return it from
627,lucene,628,1,was (Author: gsingers):
628,lucene,629,1,Bill Au commented on SOLR-53:
629,lucene,630,2,/file/handler/name:extra/path?param1=val1&file=...&file=...
630,lucene,631,1,of the URL (either from the path or from the QueryString) directly without
631,lucene,632,1,For acts_as_solr I need the ID field to be a Strin
632,lucene,633,2,[ https://issues.apache.org/jira/browse/SOLR-1439?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12756352#action_12756352 ]
633,lucene,634,1,Distributed Search over HTTP
634,lucene,635,2,2. DataImportHandler
635,lucene,636,1,- More documentation (on source code)
636,lucene,637,1,solr_start() was using a system call to start sol
637,lucene,638,1,Since this wasn't exactly a use case we ever advertise
638,lucene,639,1,It's been discusse
639,lucene,640,1,if there are single quotes they must be escaped
640,lucene,641,2,AnalysisRequestHandler
641,lucene,642,1,But in all case
642,lucene,643,1,related to SOLR-470.
643,lucene,644,1,added an IncludesEvaluator that deals with include/fragment
644,lucene,645,2,stmt.setFetchSize(Integer.MIN_VALUE);
645,lucene,646,1,On 6-Nov-09
646,lucene,647,1,Original Estimate: 0.08h
647,lucene,648,1,Noble Paul updated SOLR-1044:
648,lucene,649,1,5. initialize searcher / updateHandler
649,lucene,650,1,DIH currently can only be run inside Solr. But the core of DIH is quite independent of Solr. There are only a few points where it requires Solr core classes.They can be isolated out and we have an API in hand. If we limit the dependency down to common util then DIH can be used by
650,lucene,651,2,-
651,lucene,652,1,Andrew.
652,lucene,653,1,: Some functions could actually use it - say like ms().
653,lucene,654,1,The current source in CVS doesn't work for me (the example doesn't
654,lucene,655,1,copy over every time we make changes. That is what I meant when I said
655,lucene,656,1,RFC 2616 sec13) and will by default respond with \304 Not Modified\
656,lucene,657,1,in the path then we can guess based on the Content-Type.
657,lucene,658,1,after optimization. A 1 is the default (and is equivalent to calling
658,lucene,659,1,clarity in a future release). Then people can mix and match and
659,lucene,660,2,<long name=\generation\>4447</long>
660,lucene,661,1,Parallel execution of multiple queries is just one use case in a family of many other
661,lucene,662,1,Lucene core
662,lucene,663,2,Attachments: SpellingQueryConverter.java.diff
663,lucene,664,1,add extra parameter to function search:
664,lucene,665,2,- > > </entity>
665,lucene,666,2,+   * declaration.
666,lucene,667,1,Noble Paul commented on SOLR-236:
667,lucene,668,1,name.
668,lucene,669,1,Once I changed setField to addField
669,lucene,670,2,[ https://issues.apache.org/jira/browse/SOLR-474?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]
670,lucene,671,1,the new create-pacakges target seems fine to me ... but \package\
671,lucene,672,1,that i
672,lucene,673,1,It would be better if the syntax can be modified to something like terms.fl=field
673,lucene,674,1,Reporter: Ning Li
674,lucene,675,1,that they might be better served by Tomcat since it's the most
675,lucene,676,1,everything again
676,lucene,677,1,: be somewhere in Solr that knows about the IndexReader /
677,lucene,678,2,at java.lang.reflect.Method.invoke(Method.java:597)
678,lucene,679,1,really allow it to become a viable alternative to things like FAST and
679,lucene,680,2,[junit] 2007-10-09 08:15:02.342::INFO:  Shutdown hook executing
680,lucene,681,1,I still have some thing
681,lucene,682,1,Sure
682,lucene,683,2,at org.mortbay.jetty.servlet.Context.startContext(Context.java:139)
683,lucene,684,1,Reporter: Ruben Jimenez
684,lucene,685,1,I'm merely trying to understand how much (if any) interest there is in this
685,lucene,686,1,* and the DocSet for each term in the filter.
686,lucene,687,2,URL: https://issues.apache.org/jira/browse/SOLR-186
687,lucene,688,1,almost worst case scenario as well - the Document text is extremely
688,lucene,689,1,On Sat
689,lucene,690,1,Comments? (my main issue is that it woudl be nice to be able to set compressThreshold at the field level.  Since we can't without modifying fields to accept named parameter
690,lucene,691,2,+   if(jndiName == null){
691,lucene,692,1,where the analyzer variable is only set on the build command. Therefor
692,lucene,693,1,now people will be very confused. And I thought of sticking to Yonik's
693,lucene,694,1,I did not apply the patch but I was looking at the above code. We are splitting by '.' and going into each map we find. Will this reach upto a '.' character in a float or string value given as a parameter to a function?
694,lucene,695,2,af06c000-af0ea000 rwxp af06c000 00:00 0
695,lucene,696,1,Solr moves to Lucene's trunk:
696,lucene,697,1,endpoints is large. See the javadoc for NumericRangeQuery for internal
697,lucene,698,1,convention and happenstance.
698,lucene,699,2,: + Analyzer analyzer = queryAnalyser ? ft.getQueryAnalyzer() : ft.getAnalyzer();
699,lucene,700,1,Mark Miller resolved SOLR-1436.
700,lucene,701,1,only exception is where you want to extract variables from the URL
701,lucene,702,1,SOLR-139 needs some way to transport document values independent of the lucene Document.  This is required for the INCREMENT command and useful for modifying documents.  SolrDocument is also generally useful for SOLR-20
702,lucene,703,1,On Mon
703,lucene,704,1,** calls a CMD_LATEST_SNAP to the master and get the latest snapshot name
704,lucene,705,1,enabled I can have defaults for stuff like drive
705,lucene,706,1,Kay Kay updated SOLR-962:
706,lucene,707,2,Jetty__8983__solr/webapp/WEB-INF/lib/apache-solr-1.1.0-incubating.jar;/C:/Do
707,lucene,708,2,Attachments: log4j-1.2.15.jar
708,lucene,709,1,specify the number of top term
709,lucene,710,2,at java.net.PlainSocketImpl.socketConnect(Native Method)
710,lucene,711,2,: + </table>
711,lucene,712,1,bit longs
712,lucene,713,1,calculation
713,lucene,714,1,I was wondering about that
714,lucene,715,2,URL: https://issues.apache.org/jira/browse/SOLR-751
715,lucene,716,2,- > > > > </contrib-settings>
716,lucene,717,2,1.1.0-incubating\\example\\ext\\jasper-compiler.jar;C:\\Inetpub\\ftproot\\apache-s
717,lucene,718,2,Modified: lucene/dev/trunk/solr/common-build.xml
718,lucene,719,1,indexing...
719,lucene,720,2,SoleDispatchFilter subclass and return the MultiCore directly from:
720,lucene,721,2,-- Shalin Shekhar Mangar
721,lucene,722,1,trying to index to or search it)
722,lucene,723,2,INFO: [xluo] /select/rows=10&start=0&hl.fl=bookCount&indent=on&q=bookCount:5&hl=true&version=2.2 0 0
723,lucene,724,2,INFO: [] webapp=/events_2009_06 path=/replication params={command=indexversion&wt=javabin} status=0 QTime=0
724,lucene,725,2,http://localhost:8983/solr/select/?stylesheet=&q=apache&qt=standard&mlt=true&mlt.fl=man
725,lucene,726,1,the worst case. Having thousands of small weak references does the
726,lucene,727,1,The issue is how to make MultiCore a derivable class and avoid static
727,lucene,728,1,/***  C macro from Hacker's Delight
728,lucene,729,1,: Binary files - no diff available.
729,lucene,730,1,Reporter: Kay Kay
730,lucene,731,1,This way the original index will be small and the users do not have to make all fields stored
731,lucene,732,1,add a field alias feature
732,lucene,733,1,of argument let's assume all clients are perfect) what happens when a
733,lucene,734,2,log.info(\Persisting cores config to \ + (file==null ? configFile : file));
734,lucene,735,1,The best analogy is to consider that instead of deploying multiple web-applicatio
735,lucene,736,2,<field name=\text_*\  type=\text\   ... />
736,lucene,737,1,Mike Klaas wrote:
737,lucene,738,1,Many thanks!
738,lucene,739,2,<uniqueKey>id</uniqueKey>
739,lucene,740,2,Components: search
740,lucene,741,1,I do agree about the last minute releases.  Howeve
741,lucene,742,1,(Oddly
742,lucene,743,2,+    counts = getFieldCacheCounts(
743,lucene,744,1,A user reported an issue
744,lucene,745,2,java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:9
745,lucene,746,2,URL: https://issues.apache.org/jira/browse/SOLR-773
746,lucene,747,2,### Eclipse Workspace Patch 1.
747,lucene,748,2,Attachments: SOLR-1478.patch
748,lucene,749,2,Object o = readVal(fis);
749,lucene,750,2,<requestDispatcher handleSelect=\true\ >
750,lucene,751,1,Discussion at: http://www.nabble.com/Creating-dynamic-fields-with-DataImportHandler-to19226532.html
751,lucene,752,2,[ https://issues.apache.org/jira/browse/SOLR-234?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#action_12495202 ]
752,lucene,753,2,} catch (NumberFormatException e) {
753,lucene,754,1,So it would be nice if a user can easily specify that they want to use a french stopword lis
754,lucene,755,2,Attachments: SOLR-695-no-singlecore.patc
755,lucene,756,2,contrib/javascript/lib/jsdoc/jsdoc-toolkit/app/frame/Dumper.js
756,lucene,757,2,site/features.html
757,lucene,758,1,package junit.framework does not exist
758,lucene,759,2,2008-02-25 16:54:5
759,lucene,760,2,Uses LUCENE-997 to add time out support to Solr.
760,lucene,761,1,#NAME?
761,lucene,762,2,[ https://issues.apache.org/jira/browse/SOLR-667?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12644889#action_12644889 ]
762,lucene,763,1,The attached patch will provide this feature.
763,lucene,764,2,[i++]
764,lucene,765,2,Key: SOLR-1353
765,lucene,766,1,added an asString(node) method for logging purpose
766,lucene,767,1,\permission\.It contains yes or no.If a user whom have limited permission to
767,lucene,768,1,major upgrade; developers will *still* know that we're using LUcene-java 
768,lucene,769,1,: overrated.
769,lucene,770,1,At which point:
770,lucene,771,2,URL: https://issues.apache.org/jira/browse/SOLR-1622
771,lucene,772,2,Attachment: SOLR-896.patch
772,lucene,773,1,#NAME?
773,lucene,774,1,course
774,lucene,775,1,Convert JDK logging to SLF4J
775,lucene,776,1,CSV produced by Oracle might seem like
776,lucene,777,1,Noble Paul updated SOLR-1501:
777,lucene,778,1,the othe
778,lucene,779,1,Jason Venner and I hacked all night on SOLR-1477 however didn't
779,lucene,780,2,path : pathPrefix + path ).forward( request )
780,lucene,781,1,better idea.
781,lucene,782,1,vector
782,lucene,783,2,</init-param>
783,lucene,784,2,at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:108)
784,lucene,785,2,:   <requestHandler name=\/update\ class=\solr.XmlUpdateRequestHandler\ >
785,lucene,786,2,+ > > <test-macro pattern=\C\/>
786,lucene,787,1,whether a default field even makes sense.  Maybe it should be
787,lucene,788,1,can be turned off when not necessary.
788,lucene,789,2,Environment: Centos
789,lucene,790,2,URL: https://issues.apache.org/jira/browse/SOLR-813
790,lucene,791,1,Temp Resolution:
791,lucene,792,2,URL: https://issues.apache.org/jira/browse/SOLR-1650
792,lucene,793,1,that error indicates that the version of lucene you are using is incapable
793,lucene,794,2,q=foo&fq=date:[1 TO 2]&fq=securityfilter:42&fq={!tag=type}type:(pdf OR
794,lucene,795,2,+ <entity name=\jc\
795,lucene,796,2,-  top=false;
796,lucene,797,1,Thanks for the replies.
797,lucene,798,1,In the master server:
798,lucene,799,2,at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:175)
799,lucene,800,1,Someone pulling an Al Gore (inventing the internet) on this isn't my
800,lucene,801,2,at java.net.PlainSocketImpl.connectToAddress(PlainSocketImpl.java:195)
801,lucene,802,1,decide when to query the spellchecker
802,lucene,803,2,<str name=\fsv\>true</str>
803,lucene,804,2,\deviceName\:[
804,lucene,805,2,Key: SOLR-1163
805,lucene,806,1,out?
806,lucene,807,2,URL: https://issues.apache.org/jira/browse/SOLR-1298
807,lucene,808,2,Total time: 26 minutes 10 seconds
808,lucene,809,2,A [junit] Running org.apache.solr.handler.TestCSVLoader
809,lucene,810,1,Checking out http://svn.apache.org/repos/asf/lucene/solr/trunk
810,lucene,811,2,+ A <property name=\junit.details.formatter\ value=\org.apache.lucene.util.LuceneJUnitResultFormatter\/>
811,lucene,812,2,${doc.valueMap['name']]} gets a single value for the field
812,lucene,813,2,+ > try {
813,lucene,814,1,I think we can do a better job of having explicit Exceptions when there is a problem creating the internal representation of a Fiel
814,lucene,815,1,See http://hudson.zones.apache.org/hudson/job/Solr-trunk/357/changes
815,lucene,816,1,To set the encoding to another charse
816,lucene,817,2,<lst>E:\\sample\\data2</lst>
817,lucene,818,1,Shalin Shekhar Mangar updated SOLR-530:
818,lucene,819,1,I wouldn't mind waiting until the current bug I just submitted is
819,lucene,820,2,</add>
820,lucene,821,1,Ok sure
821,lucene,822,2,URL: https://issues.apache.org/jira/browse/SOLR-430
822,lucene,823,1,An example: 2 servers with the same shard are behind a load balancer. One server fails. The load balancer notices this and directs all traffic to the other server.
823,lucene,824,1,Here's a config I'm using against a mocked test database:
824,lucene,825,2,junit.framework.AssertionFailedError: null
825,lucene,826,1,Would shutting down the executor cause that?  Are you doing any core reloading?
826,lucene,827,1,otis_gospodnetic@yahoo.com> wrote:
827,lucene,828,2,n.system.issuetabpanels:all-tabpanel ]
828,lucene,829,1,content.  This starts with search as a foundation
829,lucene,830,1,interfaces should support >2B docs
830,lucene,831,2,Key: SOLR-586
831,lucene,832,2,if( boost != 1.0f ) {
832,lucene,833,1,the war. This still needs further lov
833,lucene,834,1,/* if field size (in characters) is greater than this threshold
834,lucene,835,1,: - <!> Http!DataSource is being deprecated in favour of URL!DataSource in [[Solr1.4]]. There is no change in functionality between URL!DataSource and !Http!DataSourc
835,lucene,836,2,A [junit] Running org.apache.solr.handler.component.StatsComponentTest
836,lucene,837,2,baseDir=\/Volumes/Techmore/ts/aaa/schema/data\
837,lucene,838,2,fl.alias=from_name1:to_name1&fl.alias=from_name2:to_name2
838,lucene,839,1,A
839,lucene,840,1,Re poll interval: I think the HH:MM:ss is enough.  Does that allow pollin
840,lucene,841,1,I think the high-level approach in SOLR-303 is the right way to go
841,lucene,842,1,Erik Hatcher schrieb:
842,lucene,843,1,On 6/6/11
843,lucene,844,1,The only potentially dangerous function is (4) initHandlersFromConfig.  This is a package private function that defiantly should not be called anywhere else.  Calling this function twice is not norma
844,lucene,845,2,--------------------------------------------------------------
845,lucene,846,1,Sometimes SearchComponents need to modify the DocList.  Often times this requires two loops over the (Solr)DocList: once to convert the DocList to SolrDocList and then once to iterate the SolrDocList for the Search Component.  This can be seen in SOLR-77
846,lucene,847,2,cp=C:\\Documents%20and%20Settings\\yaponte\\Configuraci?n%20local\\Temp\\Jetty__8
847,lucene,848,2,Key: SOLR-1288
848,lucene,849,1,patch
849,lucene,850,1,Yonik Seeley updated SOLR-139:
850,lucene,851,2,Components: contrib - DataImportHandler
